filename,N_gt,N_asr,M,S,I,D,wer,recall,precision,f1_score
common_voice_he_39642818,5,5,5,0,0,0,0,1,1,1
common_voice_he_39642819,6,6,6,0,0,0,0,1,1,1
common_voice_he_39884492,5,5,5,0,0,0,0,1,1,1
common_voice_he_38078769,6,6,6,0,0,0,0,1,1,1
common_voice_he_38078770,5,5,5,0,0,0,0,1,1,1
common_voice_he_38078771,12,12,10,2,0,0,0.167,0.833,0.833,0.833
common_voice_he_38078772,3,3,3,0,0,0,0,1,1,1
common_voice_he_38078773,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_38078774,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_38078776,13,11,10,1,0,2,0.231,0.769,0.909,0.833
common_voice_he_38078777,10,9,8,1,0,1,0.200,0.800,0.889,0.842
common_voice_he_38078778,5,5,5,0,0,0,0,1,1,1
common_voice_he_38078779,7,7,5,2,0,0,0.286,0.714,0.714,0.714
common_voice_he_38078780,11,10,9,1,0,1,0.182,0.818,0.900,0.857
common_voice_he_38078781,7,6,6,0,0,1,0.143,0.857,1,0.923
common_voice_he_38078782,11,10,10,0,0,1,0.091,0.909,1,0.952
common_voice_he_38078783,5,4,2,2,0,1,0.600,0.400,0.500,0.444
common_voice_he_38078784,7,7,7,0,0,0,0,1,1,1
common_voice_he_38078785,9,9,8,1,0,0,0.111,0.889,0.889,0.889
common_voice_he_38078786,5,5,5,0,0,0,0,1,1,1
common_voice_he_38078787,7,5,2,3,0,2,0.714,0.286,0.400,0.333
common_voice_he_38085633,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_38085634,8,8,8,0,0,0,0,1,1,1
common_voice_he_38085635,4,4,4,0,0,0,0,1,1,1
common_voice_he_38085636,5,5,4,1,0,0,0.200,0.800,0.800,0.800
common_voice_he_38085637,4,2,2,0,0,2,0.500,0.500,1,0.667
common_voice_he_38085643,3,3,3,0,0,0,0,1,1,1
common_voice_he_38085644,6,7,5,1,1,0,0.333,0.833,0.714,0.769
common_voice_he_38085645,9,7,4,3,0,2,0.556,0.444,0.571,0.500
common_voice_he_38085646,4,5,3,1,1,0,0.500,0.750,0.600,0.667
common_voice_he_38085648,7,6,6,0,0,1,0.143,0.857,1,0.923
common_voice_he_38085649,11,11,11,0,0,0,0,1,1,1
common_voice_he_38085651,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_38085652,6,6,6,0,0,0,0,1,1,1
common_voice_he_38085653,12,11,9,2,0,1,0.250,0.750,0.818,0.783
common_voice_he_38085655,5,5,5,0,0,0,0,1,1,1
common_voice_he_38085657,10,10,9,1,0,0,0.100,0.900,0.900,0.900
common_voice_he_38094116,5,5,5,0,0,0,0,1,1,1
common_voice_he_38094117,5,5,3,2,0,0,0.400,0.600,0.600,0.600
common_voice_he_38094118,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_38094124,4,3,1,1,1,2,1,0.250,0.333,0.286
common_voice_he_38094125,6,6,6,0,0,0,0,1,1,1
common_voice_he_38094126,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_38094128,4,4,3,1,0,0,0.250,0.750,0.750,0.750
common_voice_he_38104806,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_38104807,8,6,6,0,0,2,0.250,0.750,1,0.857
common_voice_he_38104808,7,7,7,0,0,0,0,1,1,1
common_voice_he_38104809,7,6,5,1,0,1,0.286,0.714,0.833,0.769
common_voice_he_38104821,7,6,6,0,0,1,0.143,0.857,1,0.923
common_voice_he_38104823,7,7,7,0,0,0,0,1,1,1
common_voice_he_38104824,7,7,7,0,0,0,0,1,1,1
common_voice_he_38104831,6,6,6,0,0,0,0,1,1,1
common_voice_he_38104832,7,7,7,0,0,0,0,1,1,1
common_voice_he_38104834,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_38115877,10,10,9,1,0,0,0.100,0.900,0.900,0.900
common_voice_he_38115879,11,12,9,2,1,0,0.273,0.818,0.750,0.783
common_voice_he_38118859,7,7,7,0,0,0,0,1,1,1
common_voice_he_38118861,4,4,2,2,0,0,0.500,0.500,0.500,0.500
common_voice_he_38118862,6,6,6,0,0,0,0,1,1,1
common_voice_he_38118863,6,5,3,2,0,1,0.500,0.500,0.600,0.545
common_voice_he_38118866,9,9,8,1,0,0,0.111,0.889,0.889,0.889
common_voice_he_38118867,8,9,6,2,1,0,0.375,0.750,0.667,0.706
common_voice_he_38118868,4,4,3,1,0,0,0.250,0.750,0.750,0.750
common_voice_he_38118869,2,3,2,0,1,0,0.500,1,0.667,0.800
common_voice_he_38118870,5,6,4,1,1,0,0.400,0.800,0.667,0.727
common_voice_he_38118871,5,4,4,0,0,1,0.200,0.800,1,0.889
common_voice_he_38118873,7,7,7,0,0,0,0,1,1,1
common_voice_he_38118874,7,6,5,1,0,1,0.286,0.714,0.833,0.769
common_voice_he_38118875,5,5,5,0,0,0,0,1,1,1
common_voice_he_38118876,11,11,11,0,0,0,0,1,1,1
common_voice_he_38118877,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_38118878,3,3,3,0,0,0,0,1,1,1
common_voice_he_38118879,10,10,7,3,0,0,0.300,0.700,0.700,0.700
common_voice_he_38142066,4,4,4,0,0,0,0,1,1,1
common_voice_he_38142067,4,6,2,2,2,0,1,0.500,0.333,0.400
common_voice_he_38142068,7,6,5,1,0,1,0.286,0.714,0.833,0.769
common_voice_he_38142069,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_38142070,9,9,9,0,0,0,0,1,1,1
common_voice_he_38142071,7,6,5,1,0,1,0.286,0.714,0.833,0.769
common_voice_he_38142073,8,8,8,0,0,0,0,1,1,1
common_voice_he_38142074,9,9,9,0,0,0,0,1,1,1
common_voice_he_38142075,7,7,7,0,0,0,0,1,1,1
common_voice_he_38142076,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_38142078,6,6,6,0,0,0,0,1,1,1
common_voice_he_38142079,4,4,4,0,0,0,0,1,1,1
common_voice_he_38142080,10,11,9,1,1,0,0.200,0.900,0.818,0.857
common_voice_he_38142081,10,9,9,0,0,1,0.100,0.900,1,0.947
common_voice_he_38142083,8,8,8,0,0,0,0,1,1,1
common_voice_he_38142084,4,4,4,0,0,0,0,1,1,1
common_voice_he_38142085,6,6,6,0,0,0,0,1,1,1
common_voice_he_38142086,9,9,9,0,0,0,0,1,1,1
common_voice_he_38142087,7,7,5,2,0,0,0.286,0.714,0.714,0.714
common_voice_he_38142088,2,2,2,0,0,0,0,1,1,1
common_voice_he_38142089,6,5,4,1,0,1,0.333,0.667,0.800,0.727
common_voice_he_38142090,12,12,12,0,0,0,0,1,1,1
common_voice_he_38142096,6,6,6,0,0,0,0,1,1,1
common_voice_he_38142097,11,8,7,1,0,3,0.364,0.636,0.875,0.737
common_voice_he_38142098,3,3,2,1,0,0,0.333,0.667,0.667,0.667
common_voice_he_38142099,9,9,7,2,0,0,0.222,0.778,0.778,0.778
common_voice_he_38142101,11,11,10,1,0,0,0.091,0.909,0.909,0.909
common_voice_he_38142102,5,5,5,0,0,0,0,1,1,1
common_voice_he_38142103,5,5,5,0,0,0,0,1,1,1
common_voice_he_38142104,10,10,10,0,0,0,0,1,1,1
common_voice_he_38142105,7,7,7,0,0,0,0,1,1,1
common_voice_he_38146664,7,6,6,0,0,1,0.143,0.857,1,0.923
common_voice_he_38146666,13,12,9,3,0,1,0.308,0.692,0.750,0.720
common_voice_he_38146667,5,5,5,0,0,0,0,1,1,1
common_voice_he_38146669,8,8,8,0,0,0,0,1,1,1
common_voice_he_38146672,9,8,6,2,0,1,0.333,0.667,0.750,0.706
common_voice_he_38146694,10,10,10,0,0,0,0,1,1,1
common_voice_he_38146695,11,11,11,0,0,0,0,1,1,1
common_voice_he_38146696,8,8,5,3,0,0,0.375,0.625,0.625,0.625
common_voice_he_38146702,10,10,10,0,0,0,0,1,1,1
common_voice_he_38146703,5,5,5,0,0,0,0,1,1,1
common_voice_he_38146705,5,6,5,0,1,0,0.200,1,0.833,0.909
common_voice_he_38146706,4,4,3,1,0,0,0.250,0.750,0.750,0.750
common_voice_he_39844331,6,6,6,0,0,0,0,1,1,1
common_voice_he_39844332,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39844333,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753055,8,9,8,0,1,0,0.125,1,0.889,0.941
common_voice_he_39753056,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753057,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753058,11,11,11,0,0,0,0,1,1,1
common_voice_he_39753059,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753067,9,9,9,0,0,0,0,1,1,1
common_voice_he_39753068,9,9,9,0,0,0,0,1,1,1
common_voice_he_39753069,10,10,10,0,0,0,0,1,1,1
common_voice_he_39753070,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753072,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753082,10,10,10,0,0,0,0,1,1,1
common_voice_he_39753083,3,3,3,0,0,0,0,1,1,1
common_voice_he_39753088,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39753089,11,11,11,0,0,0,0,1,1,1
common_voice_he_39753112,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753113,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753114,8,8,8,0,0,0,0,1,1,1
common_voice_he_39753115,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753116,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753131,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753133,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753134,8,8,8,0,0,0,0,1,1,1
common_voice_he_39753135,10,9,9,0,0,1,0.100,0.900,1,0.947
common_voice_he_39753136,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753149,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753150,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753151,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753153,7,8,6,1,1,0,0.286,0.857,0.750,0.800
common_voice_he_39753154,8,8,8,0,0,0,0,1,1,1
common_voice_he_39753165,3,3,3,0,0,0,0,1,1,1
common_voice_he_39753166,12,12,12,0,0,0,0,1,1,1
common_voice_he_39753167,13,13,13,0,0,0,0,1,1,1
common_voice_he_39753168,10,10,10,0,0,0,0,1,1,1
common_voice_he_39753169,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753184,8,8,8,0,0,0,0,1,1,1
common_voice_he_39753185,11,11,11,0,0,0,0,1,1,1
common_voice_he_39753186,9,9,9,0,0,0,0,1,1,1
common_voice_he_39753187,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753188,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753206,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753207,8,8,8,0,0,0,0,1,1,1
common_voice_he_39753209,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753210,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753224,10,10,10,0,0,0,0,1,1,1
common_voice_he_39753225,12,12,12,0,0,0,0,1,1,1
common_voice_he_39753226,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753227,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753228,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753242,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753243,5,5,5,0,0,0,0,1,1,1
common_voice_he_39753244,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753245,8,8,8,0,0,0,0,1,1,1
common_voice_he_39753246,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753268,4,4,4,0,0,0,0,1,1,1
common_voice_he_39753269,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753270,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753271,8,8,8,0,0,0,0,1,1,1
common_voice_he_39753272,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753279,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753280,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753281,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753282,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753283,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753438,8,8,8,0,0,0,0,1,1,1
common_voice_he_39753439,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753440,12,12,12,0,0,0,0,1,1,1
common_voice_he_39753441,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753442,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753458,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753459,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753460,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753461,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753462,8,8,8,0,0,0,0,1,1,1
common_voice_he_39753468,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753469,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753470,9,9,9,0,0,0,0,1,1,1
common_voice_he_39753471,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753472,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753478,5,5,5,0,0,0,0,1,1,1
common_voice_he_39753479,10,11,10,0,1,0,0.100,1,0.909,0.952
common_voice_he_39753480,8,8,8,0,0,0,0,1,1,1
common_voice_he_39753481,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753482,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753488,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753489,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753490,14,14,14,0,0,0,0,1,1,1
common_voice_he_39753491,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753492,8,8,8,0,0,0,0,1,1,1
common_voice_he_39753498,8,8,8,0,0,0,0,1,1,1
common_voice_he_39753499,13,13,13,0,0,0,0,1,1,1
common_voice_he_39753500,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753501,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753518,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753519,11,11,11,0,0,0,0,1,1,1
common_voice_he_39753520,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753521,10,10,10,0,0,0,0,1,1,1
common_voice_he_39753541,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753542,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753543,9,9,9,0,0,0,0,1,1,1
common_voice_he_39753544,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753545,10,10,9,1,0,0,0.100,0.900,0.900,0.900
common_voice_he_39753570,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753571,5,5,5,0,0,0,0,1,1,1
common_voice_he_39753572,5,5,5,0,0,0,0,1,1,1
common_voice_he_39753573,14,14,14,0,0,0,0,1,1,1
common_voice_he_39753574,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753586,13,13,11,1,1,1,0.231,0.846,0.846,0.846
common_voice_he_39753587,5,5,5,0,0,0,0,1,1,1
common_voice_he_39753588,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753589,9,9,9,0,0,0,0,1,1,1
common_voice_he_39753590,9,9,9,0,0,0,0,1,1,1
common_voice_he_39753600,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39753601,8,8,8,0,0,0,0,1,1,1
common_voice_he_39753602,14,14,14,0,0,0,0,1,1,1
common_voice_he_39753603,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753613,11,11,11,0,0,0,0,1,1,1
common_voice_he_39753615,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753616,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753618,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753620,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753626,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753629,6,5,5,0,0,1,0.167,0.833,1,0.909
common_voice_he_39753630,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753631,13,13,13,0,0,0,0,1,1,1
common_voice_he_39753639,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753640,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753641,3,4,2,1,1,0,0.667,0.667,0.500,0.571
common_voice_he_39753642,11,11,11,0,0,0,0,1,1,1
common_voice_he_39753643,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753649,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753650,4,4,4,0,0,0,0,1,1,1
common_voice_he_39753651,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753652,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753653,11,11,11,0,0,0,0,1,1,1
common_voice_he_39753654,5,5,4,1,0,0,0.200,0.800,0.800,0.800
common_voice_he_39753655,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753656,10,10,10,0,0,0,0,1,1,1
common_voice_he_39753657,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753658,8,8,8,0,0,0,0,1,1,1
common_voice_he_39771109,7,7,7,0,0,0,0,1,1,1
common_voice_he_39771111,10,10,10,0,0,0,0,1,1,1
common_voice_he_39771113,6,6,6,0,0,0,0,1,1,1
common_voice_he_39771115,6,6,6,0,0,0,0,1,1,1
common_voice_he_39771116,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39771126,6,6,6,0,0,0,0,1,1,1
common_voice_he_39771127,11,11,11,0,0,0,0,1,1,1
common_voice_he_39771128,11,11,11,0,0,0,0,1,1,1
common_voice_he_39771129,6,6,6,0,0,0,0,1,1,1
common_voice_he_39771130,10,10,10,0,0,0,0,1,1,1
common_voice_he_39771141,7,7,7,0,0,0,0,1,1,1
common_voice_he_39771142,6,6,6,0,0,0,0,1,1,1
common_voice_he_39771143,4,4,4,0,0,0,0,1,1,1
common_voice_he_39771144,7,7,7,0,0,0,0,1,1,1
common_voice_he_39771145,8,8,8,0,0,0,0,1,1,1
common_voice_he_39771175,9,11,9,0,2,0,0.222,1,0.818,0.900
common_voice_he_39771176,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39771177,6,6,6,0,0,0,0,1,1,1
common_voice_he_39771179,6,6,6,0,0,0,0,1,1,1
common_voice_he_39771197,12,12,12,0,0,0,0,1,1,1
common_voice_he_39771198,14,14,14,0,0,0,0,1,1,1
common_voice_he_39771199,11,11,10,1,0,0,0.091,0.909,0.909,0.909
common_voice_he_39771200,5,5,5,0,0,0,0,1,1,1
common_voice_he_39771206,7,7,7,0,0,0,0,1,1,1
common_voice_he_39771208,9,9,8,1,0,0,0.111,0.889,0.889,0.889
common_voice_he_39771209,5,5,5,0,0,0,0,1,1,1
common_voice_he_39771210,10,9,9,0,0,1,0.100,0.900,1,0.947
common_voice_he_39771230,14,14,14,0,0,0,0,1,1,1
common_voice_he_39771231,6,6,6,0,0,0,0,1,1,1
common_voice_he_39771232,5,6,5,0,1,0,0.200,1,0.833,0.909
common_voice_he_39771233,11,11,11,0,0,0,0,1,1,1
common_voice_he_39771234,8,8,8,0,0,0,0,1,1,1
common_voice_he_39771249,7,7,7,0,0,0,0,1,1,1
common_voice_he_39771250,8,8,8,0,0,0,0,1,1,1
common_voice_he_39771251,9,9,9,0,0,0,0,1,1,1
common_voice_he_39771252,7,8,7,0,1,0,0.143,1,0.875,0.933
common_voice_he_39771253,8,8,8,0,0,0,0,1,1,1
common_voice_he_39771261,3,3,3,0,0,0,0,1,1,1
common_voice_he_39771262,7,7,7,0,0,0,0,1,1,1
common_voice_he_39771263,6,6,6,0,0,0,0,1,1,1
common_voice_he_39771264,7,7,7,0,0,0,0,1,1,1
common_voice_he_39771265,7,7,7,0,0,0,0,1,1,1
common_voice_he_39771290,6,6,6,0,0,0,0,1,1,1
common_voice_he_39771291,6,6,6,0,0,0,0,1,1,1
common_voice_he_39771292,7,7,7,0,0,0,0,1,1,1
common_voice_he_39771293,10,10,10,0,0,0,0,1,1,1
common_voice_he_39771294,12,12,12,0,0,0,0,1,1,1
common_voice_he_39771305,10,10,9,1,0,0,0.100,0.900,0.900,0.900
common_voice_he_39771306,7,7,7,0,0,0,0,1,1,1
common_voice_he_39771307,7,7,7,0,0,0,0,1,1,1
common_voice_he_39771308,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39771309,8,8,8,0,0,0,0,1,1,1
common_voice_he_39771315,7,7,7,0,0,0,0,1,1,1
common_voice_he_39771316,7,7,7,0,0,0,0,1,1,1
common_voice_he_39771317,6,6,6,0,0,0,0,1,1,1
common_voice_he_39771318,6,6,6,0,0,0,0,1,1,1
common_voice_he_39771319,11,11,11,0,0,0,0,1,1,1
common_voice_he_39778670,13,13,13,0,0,0,0,1,1,1
common_voice_he_39778671,6,6,6,0,0,0,0,1,1,1
common_voice_he_39778673,6,6,6,0,0,0,0,1,1,1
common_voice_he_39778674,6,6,6,0,0,0,0,1,1,1
common_voice_he_39778675,10,10,10,0,0,0,0,1,1,1
common_voice_he_39778676,6,6,6,0,0,0,0,1,1,1
common_voice_he_39778677,6,6,6,0,0,0,0,1,1,1
common_voice_he_39778678,7,7,7,0,0,0,0,1,1,1
common_voice_he_39778679,8,8,8,0,0,0,0,1,1,1
common_voice_he_39778685,7,7,7,0,0,0,0,1,1,1
common_voice_he_39778687,6,6,6,0,0,0,0,1,1,1
common_voice_he_39778688,5,5,5,0,0,0,0,1,1,1
common_voice_he_39778690,6,6,6,0,0,0,0,1,1,1
common_voice_he_39778691,6,6,6,0,0,0,0,1,1,1
common_voice_he_39778692,8,8,8,0,0,0,0,1,1,1
common_voice_he_39778693,7,7,7,0,0,0,0,1,1,1
common_voice_he_39778694,12,12,12,0,0,0,0,1,1,1
common_voice_he_39778700,8,8,8,0,0,0,0,1,1,1
common_voice_he_39778701,6,6,6,0,0,0,0,1,1,1
common_voice_he_39778702,8,8,8,0,0,0,0,1,1,1
common_voice_he_39778703,12,12,12,0,0,0,0,1,1,1
common_voice_he_39778704,6,6,6,0,0,0,0,1,1,1
common_voice_he_39778705,7,7,7,0,0,0,0,1,1,1
common_voice_he_39778706,7,7,7,0,0,0,0,1,1,1
common_voice_he_39778707,7,7,7,0,0,0,0,1,1,1
common_voice_he_39778708,9,9,9,0,0,0,0,1,1,1
common_voice_he_39778709,6,6,6,0,0,0,0,1,1,1
common_voice_he_39785388,6,6,6,0,0,0,0,1,1,1
common_voice_he_39785389,6,6,6,0,0,0,0,1,1,1
common_voice_he_39785397,6,6,6,0,0,0,0,1,1,1
common_voice_he_39785398,5,5,5,0,0,0,0,1,1,1
common_voice_he_39785399,10,10,10,0,0,0,0,1,1,1
common_voice_he_39785400,8,8,8,0,0,0,0,1,1,1
common_voice_he_39785409,6,6,6,0,0,0,0,1,1,1
common_voice_he_39785410,8,8,8,0,0,0,0,1,1,1
common_voice_he_39785411,8,8,8,0,0,0,0,1,1,1
common_voice_he_39785412,6,6,6,0,0,0,0,1,1,1
common_voice_he_39785413,13,13,13,0,0,0,0,1,1,1
common_voice_he_39785416,7,7,7,0,0,0,0,1,1,1
common_voice_he_39785417,9,9,9,0,0,0,0,1,1,1
common_voice_he_39785418,12,12,11,1,0,0,0.083,0.917,0.917,0.917
common_voice_he_39785419,6,6,6,0,0,0,0,1,1,1
common_voice_he_39785420,8,8,8,0,0,0,0,1,1,1
common_voice_he_39785423,8,8,8,0,0,0,0,1,1,1
common_voice_he_39785424,5,6,5,0,1,0,0.200,1,0.833,0.909
common_voice_he_39785425,6,7,6,0,1,0,0.167,1,0.857,0.923
common_voice_he_39785442,8,8,8,0,0,0,0,1,1,1
common_voice_he_39785444,6,6,6,0,0,0,0,1,1,1
common_voice_he_39785446,8,8,8,0,0,0,0,1,1,1
common_voice_he_39785447,7,7,7,0,0,0,0,1,1,1
common_voice_he_39785449,6,6,6,0,0,0,0,1,1,1
common_voice_he_39785511,8,8,8,0,0,0,0,1,1,1
common_voice_he_39785512,13,13,13,0,0,0,0,1,1,1
common_voice_he_39785513,6,6,6,0,0,0,0,1,1,1
common_voice_he_39785514,6,6,6,0,0,0,0,1,1,1
common_voice_he_39785515,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39831293,9,9,9,0,0,0,0,1,1,1
common_voice_he_39831294,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39831297,6,6,6,0,0,0,0,1,1,1
common_voice_he_39831299,9,9,9,0,0,0,0,1,1,1
common_voice_he_39831308,7,7,7,0,0,0,0,1,1,1
common_voice_he_39831309,7,7,7,0,0,0,0,1,1,1
common_voice_he_39831310,8,8,8,0,0,0,0,1,1,1
common_voice_he_39831311,7,7,7,0,0,0,0,1,1,1
common_voice_he_39831312,7,7,7,0,0,0,0,1,1,1
common_voice_he_39831318,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39831319,7,7,7,0,0,0,0,1,1,1
common_voice_he_39831320,9,9,8,1,0,0,0.111,0.889,0.889,0.889
common_voice_he_39831321,6,6,6,0,0,0,0,1,1,1
common_voice_he_39831322,5,5,5,0,0,0,0,1,1,1
common_voice_he_39831338,8,8,8,0,0,0,0,1,1,1
common_voice_he_39831339,7,7,7,0,0,0,0,1,1,1
common_voice_he_39831340,5,5,5,0,0,0,0,1,1,1
common_voice_he_39831341,6,6,6,0,0,0,0,1,1,1
common_voice_he_39831342,9,9,9,0,0,0,0,1,1,1
common_voice_he_39831343,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39831344,10,10,10,0,0,0,0,1,1,1
common_voice_he_39831345,9,9,9,0,0,0,0,1,1,1
common_voice_he_39831351,7,7,7,0,0,0,0,1,1,1
common_voice_he_39831352,8,9,8,0,1,0,0.125,1,0.889,0.941
common_voice_he_39831353,8,8,8,0,0,0,0,1,1,1
common_voice_he_39831354,7,7,7,0,0,0,0,1,1,1
common_voice_he_39831355,6,6,6,0,0,0,0,1,1,1
common_voice_he_39831361,7,7,7,0,0,0,0,1,1,1
common_voice_he_39831362,8,8,8,0,0,0,0,1,1,1
common_voice_he_39831363,6,6,6,0,0,0,0,1,1,1
common_voice_he_39831364,9,9,9,0,0,0,0,1,1,1
common_voice_he_39831365,6,6,6,0,0,0,0,1,1,1
common_voice_he_39831376,7,7,7,0,0,0,0,1,1,1
common_voice_he_39831377,6,6,6,0,0,0,0,1,1,1
common_voice_he_39831378,8,8,8,0,0,0,0,1,1,1
common_voice_he_39831379,8,8,8,0,0,0,0,1,1,1
common_voice_he_39918055,10,10,10,0,0,0,0,1,1,1
common_voice_he_39918056,6,6,6,0,0,0,0,1,1,1
common_voice_he_39918057,7,7,7,0,0,0,0,1,1,1
common_voice_he_39918058,6,6,6,0,0,0,0,1,1,1
common_voice_he_39918059,5,5,5,0,0,0,0,1,1,1
common_voice_he_39918065,7,7,7,0,0,0,0,1,1,1
common_voice_he_39918066,5,5,5,0,0,0,0,1,1,1
common_voice_he_39918067,8,8,8,0,0,0,0,1,1,1
common_voice_he_39918068,12,12,11,1,0,0,0.083,0.917,0.917,0.917
common_voice_he_39918069,5,5,5,0,0,0,0,1,1,1
common_voice_he_39937156,6,6,6,0,0,0,0,1,1,1
common_voice_he_39937157,12,13,11,1,1,0,0.167,0.917,0.846,0.880
common_voice_he_39937158,5,5,5,0,0,0,0,1,1,1
common_voice_he_39937159,6,6,6,0,0,0,0,1,1,1
common_voice_he_39937160,7,7,7,0,0,0,0,1,1,1
common_voice_he_39937161,14,14,14,0,0,0,0,1,1,1
common_voice_he_39937162,7,7,7,0,0,0,0,1,1,1
common_voice_he_39937163,7,7,7,0,0,0,0,1,1,1
common_voice_he_39937164,8,8,8,0,0,0,0,1,1,1
