filename,N_gt,N_asr,M,S,I,D,wer,recall,precision,f1_score
common_voice_he_40001970,10,10,10,0,0,0,0,1,1,1
common_voice_he_40001957,11,11,11,0,0,0,0,1,1,1
common_voice_he_40001972,14,14,14,0,0,0,0,1,1,1
common_voice_he_43539839,8,8,8,0,0,0,0,1,1,1
common_voice_he_43539841,10,10,10,0,0,0,0,1,1,1
common_voice_he_43539842,10,10,10,0,0,0,0,1,1,1
common_voice_he_43539843,15,15,15,0,0,0,0,1,1,1
common_voice_he_43539844,6,6,6,0,0,0,0,1,1,1
common_voice_he_43539846,7,7,7,0,0,0,0,1,1,1
common_voice_he_43539848,12,12,12,0,0,0,0,1,1,1
common_voice_he_43539852,15,15,15,0,0,0,0,1,1,1
common_voice_he_40001958,11,11,11,0,0,0,0,1,1,1
common_voice_he_42358470,14,14,14,0,0,0,0,1,1,1
common_voice_he_39937205,16,16,16,0,0,0,0,1,1,1
common_voice_he_40977318,10,10,10,0,0,0,0,1,1,1
common_voice_he_39937206,20,20,20,0,0,0,0,1,1,1
common_voice_he_39937207,11,11,11,0,0,0,0,1,1,1
common_voice_he_39937264,15,15,15,0,0,0,0,1,1,1
common_voice_he_39937265,13,13,13,0,0,0,0,1,1,1
common_voice_he_42402440,6,6,6,0,0,0,0,1,1,1
common_voice_he_39937267,17,17,17,0,0,0,0,1,1,1
common_voice_he_39937268,14,14,14,0,0,0,0,1,1,1
common_voice_he_39937269,16,16,16,0,0,0,0,1,1,1
common_voice_he_39937270,8,8,8,0,0,0,0,1,1,1
common_voice_he_39937272,17,17,17,0,0,0,0,1,1,1
common_voice_he_40001950,16,16,16,0,0,0,0,1,1,1
common_voice_he_39937278,7,7,7,0,0,0,0,1,1,1
common_voice_he_39937279,7,7,7,0,0,0,0,1,1,1
common_voice_he_39937280,7,7,7,0,0,0,0,1,1,1
common_voice_he_39937281,11,11,11,0,0,0,0,1,1,1
common_voice_he_39937282,7,7,7,0,0,0,0,1,1,1
common_voice_he_40001946,7,7,7,0,0,0,0,1,1,1
common_voice_he_40001947,11,11,11,0,0,0,0,1,1,1
common_voice_he_40001948,6,6,6,0,0,0,0,1,1,1
common_voice_he_43313168,8,8,8,0,0,0,0,1,1,1
common_voice_he_39831344,11,11,11,0,0,0,0,1,1,1
common_voice_he_39831342,13,13,13,0,0,0,0,1,1,1
common_voice_he_39771252,12,12,12,0,0,0,0,1,1,1
common_voice_he_39831341,6,6,6,0,0,0,0,1,1,1
common_voice_he_39778674,7,7,7,0,0,0,0,1,1,1
common_voice_he_39778675,11,11,11,0,0,0,0,1,1,1
common_voice_he_39778676,8,8,8,0,0,0,0,1,1,1
common_voice_he_39778677,7,7,7,0,0,0,0,1,1,1
common_voice_he_39778678,9,9,9,0,0,0,0,1,1,1
common_voice_he_39778679,9,9,9,0,0,0,0,1,1,1
common_voice_he_39778685,9,9,9,0,0,0,0,1,1,1
common_voice_he_39778687,8,8,8,0,0,0,0,1,1,1
common_voice_he_39778688,6,6,6,0,0,0,0,1,1,1
common_voice_he_39778690,9,9,9,0,0,0,0,1,1,1
common_voice_he_39778691,8,8,8,0,0,0,0,1,1,1
common_voice_he_39778692,14,14,14,0,0,0,0,1,1,1
common_voice_he_39778693,11,11,11,0,0,0,0,1,1,1
common_voice_he_39778694,18,18,18,0,0,0,0,1,1,1
common_voice_he_39778700,10,10,10,0,0,0,0,1,1,1
common_voice_he_39778701,7,7,7,0,0,0,0,1,1,1
common_voice_he_39778702,10,10,10,0,0,0,0,1,1,1
common_voice_he_39778703,17,17,17,0,0,0,0,1,1,1
common_voice_he_39778704,7,7,7,0,0,0,0,1,1,1
common_voice_he_39778705,13,13,13,0,0,0,0,1,1,1
common_voice_he_39778706,7,7,7,0,0,0,0,1,1,1
common_voice_he_39778673,8,8,8,0,0,0,0,1,1,1
common_voice_he_39778671,9,9,9,0,0,0,0,1,1,1
common_voice_he_39778670,16,16,16,0,0,0,0,1,1,1
common_voice_he_39771293,14,14,14,0,0,0,0,1,1,1
common_voice_he_39771253,13,13,13,0,0,0,0,1,1,1
common_voice_he_39771261,3,3,3,0,0,0,0,1,1,1
common_voice_he_41066673,9,9,9,0,0,0,0,1,1,1
common_voice_he_39771263,8,8,8,0,0,0,0,1,1,1
common_voice_he_39771264,10,10,10,0,0,0,0,1,1,1
common_voice_he_39771265,7,7,7,0,0,0,0,1,1,1
common_voice_he_39771290,9,9,9,0,0,0,0,1,1,1
common_voice_he_39771291,8,8,8,0,0,0,0,1,1,1
common_voice_he_39771292,11,11,11,0,0,0,0,1,1,1
common_voice_he_39771294,15,15,15,0,0,0,0,1,1,1
common_voice_he_39771319,18,18,18,0,0,0,0,1,1,1
common_voice_he_39771305,13,13,13,0,0,0,0,1,1,1
common_voice_he_39771306,11,11,11,0,0,0,0,1,1,1
common_voice_he_39771307,9,9,9,0,0,0,0,1,1,1
common_voice_he_39771308,14,14,14,0,0,0,0,1,1,1
common_voice_he_39771309,15,15,15,0,0,0,0,1,1,1
common_voice_he_39771315,12,12,12,0,0,0,0,1,1,1
common_voice_he_39771316,10,10,10,0,0,0,0,1,1,1
common_voice_he_39771317,10,10,10,0,0,0,0,1,1,1
common_voice_he_39771318,10,10,10,0,0,0,0,1,1,1
common_voice_he_39778707,10,10,10,0,0,0,0,1,1,1
common_voice_he_39778708,10,10,10,0,0,0,0,1,1,1
common_voice_he_39778709,9,9,9,0,0,0,0,1,1,1
common_voice_he_39831310,10,10,10,0,0,0,0,1,1,1
common_voice_he_39785513,9,9,9,0,0,0,0,1,1,1
common_voice_he_39785514,8,8,8,0,0,0,0,1,1,1
common_voice_he_39785515,11,11,11,0,0,0,0,1,1,1
common_voice_he_39831293,9,9,9,0,0,0,0,1,1,1
common_voice_he_42487979,8,8,8,0,0,0,0,1,1,1
common_voice_he_39831297,6,6,6,0,0,0,0,1,1,1
common_voice_he_39831299,11,11,11,0,0,0,0,1,1,1
common_voice_he_39831308,9,9,9,0,0,0,0,1,1,1
common_voice_he_39831309,8,8,8,0,0,0,0,1,1,1
common_voice_he_39831311,13,13,13,0,0,0,0,1,1,1
common_voice_he_39785511,11,11,11,0,0,0,0,1,1,1
common_voice_he_39831312,9,9,9,0,0,0,0,1,1,1
common_voice_he_39831318,8,8,8,0,0,0,0,1,1,1
common_voice_he_39831319,10,10,10,0,0,0,0,1,1,1
common_voice_he_42487978,8,8,8,0,0,0,0,1,1,1
common_voice_he_39831321,11,11,11,0,0,0,0,1,1,1
common_voice_he_39831322,6,6,6,0,0,0,0,1,1,1
common_voice_he_39831338,11,11,11,0,0,0,0,1,1,1
common_voice_he_39831339,8,8,8,0,0,0,0,1,1,1
common_voice_he_39831340,10,10,10,0,0,0,0,1,1,1
common_voice_he_39785512,15,15,15,0,0,0,0,1,1,1
common_voice_he_39785449,11,11,11,0,0,0,0,1,1,1
common_voice_he_39785388,9,9,9,0,0,0,0,1,1,1
common_voice_he_39785413,19,19,19,0,0,0,0,1,1,1
common_voice_he_39785389,9,9,9,0,0,0,0,1,1,1
common_voice_he_39785397,9,9,9,0,0,0,0,1,1,1
common_voice_he_39785398,11,11,11,0,0,0,0,1,1,1
common_voice_he_39785399,10,10,10,0,0,0,0,1,1,1
common_voice_he_39785400,13,13,13,0,0,0,0,1,1,1
common_voice_he_39785409,8,8,8,0,0,0,0,1,1,1
common_voice_he_39785410,9,9,9,0,0,0,0,1,1,1
common_voice_he_39785411,10,10,10,0,0,0,0,1,1,1
common_voice_he_39785412,9,9,9,0,0,0,0,1,1,1
common_voice_he_39785416,11,11,11,0,0,0,0,1,1,1
common_voice_he_39785447,8,8,8,0,0,0,0,1,1,1
common_voice_he_39785417,13,13,13,0,0,0,0,1,1,1
common_voice_he_39785419,7,7,7,0,0,0,0,1,1,1
common_voice_he_39785420,13,13,13,0,0,0,0,1,1,1
common_voice_he_39785423,15,15,15,0,0,0,0,1,1,1
common_voice_he_39785424,7,7,7,0,0,0,0,1,1,1
common_voice_he_41019361,10,10,10,0,0,0,0,1,1,1
common_voice_he_39785442,11,11,11,0,0,0,0,1,1,1
common_voice_he_39785444,8,8,8,0,0,0,0,1,1,1
common_voice_he_39785446,11,11,11,0,0,0,0,1,1,1
common_voice_he_39771262,8,8,8,0,0,0,0,1,1,1
common_voice_he_38142102,7,7,7,0,0,0,0,1,1,1
common_voice_he_38146695,15,15,15,0,0,0,0,1,1,1
common_voice_he_41605158,15,15,15,0,0,0,0,1,1,1
common_voice_he_41486377,7,7,7,0,0,0,0,1,1,1
common_voice_he_41486383,12,12,12,0,0,0,0,1,1,1
common_voice_he_41486384,9,9,9,0,0,0,0,1,1,1
common_voice_he_41486385,15,15,15,0,0,0,0,1,1,1
common_voice_he_41486386,10,10,10,0,0,0,0,1,1,1
common_voice_he_41486387,18,18,18,0,0,0,0,1,1,1
common_voice_he_41605155,11,11,11,0,0,0,0,1,1,1
common_voice_he_41605156,12,12,12,0,0,0,0,1,1,1
common_voice_he_41605157,7,7,7,0,0,0,0,1,1,1
common_voice_he_41605159,9,9,9,0,0,0,0,1,1,1
common_voice_he_41019419,10,10,10,0,0,0,0,1,1,1
common_voice_he_41605160,10,10,10,0,0,0,0,1,1,1
common_voice_he_41605161,8,8,8,0,0,0,0,1,1,1
common_voice_he_41605162,12,12,12,0,0,0,0,1,1,1
common_voice_he_41605163,9,9,9,0,0,0,0,1,1,1
common_voice_he_41605164,13,13,13,0,0,0,0,1,1,1
common_voice_he_41605165,10,10,10,0,0,0,0,1,1,1
common_voice_he_41605168,12,12,12,0,0,0,0,1,1,1
common_voice_he_41605169,13,13,13,0,0,0,0,1,1,1
common_voice_he_41605170,8,8,8,0,0,0,0,1,1,1
common_voice_he_41486376,8,8,8,0,0,0,0,1,1,1
common_voice_he_41019455,11,11,11,0,0,0,0,1,1,1
common_voice_he_41486374,7,7,7,0,0,0,0,1,1,1
common_voice_he_41486373,17,17,17,0,0,0,0,1,1,1
common_voice_he_41486344,8,8,8,0,0,0,0,1,1,1
common_voice_he_41486345,13,13,13,0,0,0,0,1,1,1
common_voice_he_41486346,10,10,10,0,0,0,0,1,1,1
common_voice_he_41486347,7,7,7,0,0,0,0,1,1,1
common_voice_he_41486353,8,8,8,0,0,0,0,1,1,1
common_voice_he_41486354,6,6,6,0,0,0,0,1,1,1
common_voice_he_41486355,9,9,9,0,0,0,0,1,1,1
common_voice_he_41019457,19,19,19,0,0,0,0,1,1,1
common_voice_he_41019456,7,7,7,0,0,0,0,1,1,1
common_voice_he_41486358,9,9,9,0,0,0,0,1,1,1
common_voice_he_41486359,7,7,7,0,0,0,0,1,1,1
common_voice_he_41486360,10,10,10,0,0,0,0,1,1,1
common_voice_he_41486361,9,9,9,0,0,0,0,1,1,1
common_voice_he_41486362,8,8,8,0,0,0,0,1,1,1
common_voice_he_41486368,6,6,6,0,0,0,0,1,1,1
common_voice_he_41486369,8,8,8,0,0,0,0,1,1,1
common_voice_he_41486370,9,9,9,0,0,0,0,1,1,1
common_voice_he_41486371,8,8,8,0,0,0,0,1,1,1
common_voice_he_41486372,15,15,15,0,0,0,0,1,1,1
common_voice_he_41605171,12,12,12,0,0,0,0,1,1,1
common_voice_he_41605173,15,15,15,0,0,0,0,1,1,1
common_voice_he_41616811,6,6,6,0,0,0,0,1,1,1
common_voice_he_39326813,5,5,5,0,0,0,0,1,1,1
common_voice_he_41605204,9,9,9,0,0,0,0,1,1,1
common_voice_he_41605205,10,10,10,0,0,0,0,1,1,1
common_voice_he_41605206,10,10,10,0,0,0,0,1,1,1
common_voice_he_41605208,13,13,13,0,0,0,0,1,1,1
common_voice_he_41605209,8,8,8,0,0,0,0,1,1,1
common_voice_he_41605211,8,8,8,0,0,0,0,1,1,1
common_voice_he_41605212,9,9,9,0,0,0,0,1,1,1
common_voice_he_41605213,8,8,8,0,0,0,0,1,1,1
common_voice_he_40612867,8,8,8,0,0,0,0,1,1,1
common_voice_he_39326815,18,18,18,0,0,0,0,1,1,1
common_voice_he_41605176,6,6,6,0,0,0,0,1,1,1
common_voice_he_39326816,4,4,4,0,0,0,0,1,1,1
common_voice_he_39326817,20,20,20,0,0,0,0,1,1,1
common_voice_he_39326818,7,7,7,0,0,0,0,1,1,1
common_voice_he_39326825,6,6,6,0,0,0,0,1,1,1
common_voice_he_39326827,15,15,15,0,0,0,0,1,1,1
common_voice_he_39326828,11,11,11,0,0,0,0,1,1,1
common_voice_he_39326830,6,6,6,0,0,0,0,1,1,1
common_voice_he_40612863,10,10,10,0,0,0,0,1,1,1
common_voice_he_39326853,15,15,15,0,0,0,0,1,1,1
common_voice_he_41605203,8,8,8,0,0,0,0,1,1,1
common_voice_he_41605202,7,7,7,0,0,0,0,1,1,1
common_voice_he_41019415,10,10,10,0,0,0,0,1,1,1
common_voice_he_41605200,20,20,20,0,0,0,0,1,1,1
common_voice_he_41605177,10,10,10,0,0,0,0,1,1,1
common_voice_he_41605178,5,5,5,0,0,0,0,1,1,1
common_voice_he_41605179,15,15,15,0,0,0,0,1,1,1
common_voice_he_41605180,19,19,19,0,0,0,0,1,1,1
common_voice_he_41605181,9,9,9,0,0,0,0,1,1,1
common_voice_he_41605183,11,11,11,0,0,0,0,1,1,1
common_voice_he_41605184,12,12,12,0,0,0,0,1,1,1
common_voice_he_41605185,7,7,7,0,0,0,0,1,1,1
common_voice_he_41019416,11,11,11,0,0,0,0,1,1,1
common_voice_he_41605188,10,10,10,0,0,0,0,1,1,1
common_voice_he_41605190,12,12,12,0,0,0,0,1,1,1
common_voice_he_41605191,9,9,9,0,0,0,0,1,1,1
common_voice_he_41605192,9,9,9,0,0,0,0,1,1,1
common_voice_he_41605193,9,9,9,0,0,0,0,1,1,1
common_voice_he_41605194,9,9,9,0,0,0,0,1,1,1
common_voice_he_41605195,11,11,11,0,0,0,0,1,1,1
common_voice_he_41605196,9,9,9,0,0,0,0,1,1,1
common_voice_he_41605197,8,8,8,0,0,0,0,1,1,1
common_voice_he_41605199,10,10,10,0,0,0,0,1,1,1
common_voice_he_41486343,7,7,7,0,0,0,0,1,1,1
common_voice_he_41616809,9,9,9,0,0,0,0,1,1,1
common_voice_he_40612855,18,18,18,0,0,0,0,1,1,1
common_voice_he_40909694,6,6,6,0,0,0,0,1,1,1
common_voice_he_38196126,8,8,8,0,0,0,0,1,1,1
common_voice_he_40909678,8,8,8,0,0,0,0,1,1,1
common_voice_he_40909679,13,13,13,0,0,0,0,1,1,1
common_voice_he_40909680,13,13,13,0,0,0,0,1,1,1
common_voice_he_40909681,9,9,9,0,0,0,0,1,1,1
common_voice_he_40909688,12,12,12,0,0,0,0,1,1,1
common_voice_he_38623347,10,10,10,0,0,0,0,1,1,1
common_voice_he_40909691,10,10,10,0,0,0,0,1,1,1
common_voice_he_40909693,9,9,9,0,0,0,0,1,1,1
common_voice_he_38623334,11,11,11,0,0,0,0,1,1,1
common_voice_he_41616601,10,10,10,0,0,0,0,1,1,1
common_voice_he_40909696,10,10,10,0,0,0,0,1,1,1
common_voice_he_40909697,11,11,11,0,0,0,0,1,1,1
common_voice_he_40909699,12,12,12,0,0,0,0,1,1,1
common_voice_he_40909700,6,6,6,0,0,0,0,1,1,1
common_voice_he_40909701,9,9,9,0,0,0,0,1,1,1
common_voice_he_40909702,10,10,10,0,0,0,0,1,1,1
common_voice_he_41616575,14,14,14,0,0,0,0,1,1,1
common_voice_he_41616579,9,9,9,0,0,0,0,1,1,1
common_voice_he_41616580,11,11,11,0,0,0,0,1,1,1
common_voice_he_38196125,10,10,10,0,0,0,0,1,1,1
common_voice_he_43503033,12,12,12,0,0,0,0,1,1,1
common_voice_he_43503040,10,10,10,0,0,0,0,1,1,1
common_voice_he_38196121,10,10,10,0,0,0,0,1,1,1
common_voice_he_43503067,11,11,11,0,0,0,0,1,1,1
common_voice_he_40978535,10,10,10,0,0,0,0,1,1,1
common_voice_he_40978546,7,7,7,0,0,0,0,1,1,1
common_voice_he_40978553,10,10,10,0,0,0,0,1,1,1
common_voice_he_40978560,9,9,9,0,0,0,0,1,1,1
common_voice_he_40978567,9,9,9,0,0,0,0,1,1,1
common_voice_he_40978573,14,14,14,0,0,0,0,1,1,1
common_voice_he_40978575,9,9,9,0,0,0,0,1,1,1
common_voice_he_40978592,10,10,10,0,0,0,0,1,1,1
common_voice_he_43503051,8,8,8,0,0,0,0,1,1,1
common_voice_he_38195450,4,4,4,0,0,0,0,1,1,1
common_voice_he_43503050,10,10,10,0,0,0,0,1,1,1
common_voice_he_38195454,14,14,14,0,0,0,0,1,1,1
common_voice_he_38196114,5,5,5,0,0,0,0,1,1,1
common_voice_he_43503045,21,21,21,0,0,0,0,1,1,1
common_voice_he_38196117,6,6,6,0,0,0,0,1,1,1
common_voice_he_38196118,9,9,9,0,0,0,0,1,1,1
common_voice_he_38196119,7,7,7,0,0,0,0,1,1,1
common_voice_he_38196120,10,10,10,0,0,0,0,1,1,1
common_voice_he_41616584,11,11,11,0,0,0,0,1,1,1
common_voice_he_41616602,12,12,12,0,0,0,0,1,1,1
common_voice_he_41616808,5,5,5,0,0,0,0,1,1,1
common_voice_he_41616756,9,9,9,0,0,0,0,1,1,1
common_voice_he_41616718,12,12,12,0,0,0,0,1,1,1
common_voice_he_41616728,19,19,19,0,0,0,0,1,1,1
common_voice_he_41616729,10,10,10,0,0,0,0,1,1,1
common_voice_he_41616730,12,12,12,0,0,0,0,1,1,1
common_voice_he_41616731,13,13,13,0,0,0,0,1,1,1
common_voice_he_41616740,6,6,6,0,0,0,0,1,1,1
common_voice_he_41616743,5,5,5,0,0,0,0,1,1,1
common_voice_he_41616745,9,9,9,0,0,0,0,1,1,1
common_voice_he_41616748,11,11,11,0,0,0,0,1,1,1
common_voice_he_41616757,14,14,14,0,0,0,0,1,1,1
common_voice_he_41616604,6,6,6,0,0,0,0,1,1,1
common_voice_he_41616760,13,13,13,0,0,0,0,1,1,1
common_voice_he_41616761,12,12,12,0,0,0,0,1,1,1
common_voice_he_41616762,7,7,7,0,0,0,0,1,1,1
common_voice_he_41616770,10,10,10,0,0,0,0,1,1,1
common_voice_he_41616772,10,10,10,0,0,0,0,1,1,1
common_voice_he_41616788,8,8,8,0,0,0,0,1,1,1
common_voice_he_41616790,9,9,9,0,0,0,0,1,1,1
common_voice_he_41616792,9,9,9,0,0,0,0,1,1,1
common_voice_he_41616807,9,9,9,0,0,0,0,1,1,1
common_voice_he_41616707,9,9,9,0,0,0,0,1,1,1
common_voice_he_41616704,12,12,12,0,0,0,0,1,1,1
common_voice_he_38623331,9,9,9,0,0,0,0,1,1,1
common_voice_he_41616688,8,8,8,0,0,0,0,1,1,1
common_voice_he_41616612,13,13,13,0,0,0,0,1,1,1
common_voice_he_41616613,7,7,7,0,0,0,0,1,1,1
common_voice_he_41616614,11,11,11,0,0,0,0,1,1,1
common_voice_he_38623333,8,8,8,0,0,0,0,1,1,1
common_voice_he_41616617,7,7,7,0,0,0,0,1,1,1
common_voice_he_41616619,8,8,8,0,0,0,0,1,1,1
common_voice_he_41616629,16,16,16,0,0,0,0,1,1,1
common_voice_he_41616635,16,16,16,0,0,0,0,1,1,1
common_voice_he_41616636,9,9,9,0,0,0,0,1,1,1
common_voice_he_41616637,7,7,7,0,0,0,0,1,1,1
common_voice_he_41616638,8,8,8,0,0,0,0,1,1,1
common_voice_he_41616640,10,10,10,0,0,0,0,1,1,1
common_voice_he_41616642,7,7,7,0,0,0,0,1,1,1
common_voice_he_41616643,12,12,12,0,0,0,0,1,1,1
common_voice_he_41616644,6,6,6,0,0,0,0,1,1,1
common_voice_he_38623332,11,11,11,0,0,0,0,1,1,1
common_voice_he_41616656,11,11,11,0,0,0,0,1,1,1
common_voice_he_41616667,12,12,12,0,0,0,0,1,1,1
common_voice_he_41616687,8,8,8,0,0,0,0,1,1,1
common_voice_he_39326854,4,4,4,0,0,0,0,1,1,1
common_voice_he_40612852,7,7,7,0,0,0,0,1,1,1
common_voice_he_38146694,12,12,12,0,0,0,0,1,1,1
common_voice_he_38104821,9,9,9,0,0,0,0,1,1,1
common_voice_he_39750877,13,13,13,0,0,0,0,1,1,1
common_voice_he_39750876,8,8,8,0,0,0,0,1,1,1
common_voice_he_38094125,7,7,7,0,0,0,0,1,1,1
common_voice_he_38094980,7,7,7,0,0,0,0,1,1,1
common_voice_he_38094978,7,7,7,0,0,0,0,1,1,1
common_voice_he_38744644,10,10,10,0,0,0,0,1,1,1
common_voice_he_38104807,8,8,8,0,0,0,0,1,1,1
common_voice_he_38104808,8,8,8,0,0,0,0,1,1,1
common_voice_he_40067778,9,9,9,0,0,0,0,1,1,1
common_voice_he_38104823,11,11,11,0,0,0,0,1,1,1
common_voice_he_39897722,10,10,10,0,0,0,0,1,1,1
common_voice_he_38104824,11,11,11,0,0,0,0,1,1,1
common_voice_he_38104831,10,10,10,0,0,0,0,1,1,1
common_voice_he_38104832,9,9,9,0,0,0,0,1,1,1
common_voice_he_40067774,7,7,7,0,0,0,0,1,1,1
common_voice_he_43281938,11,11,11,0,0,0,0,1,1,1
common_voice_he_43281936,16,16,16,0,0,0,0,1,1,1
common_voice_he_38118862,9,9,9,0,0,0,0,1,1,1
common_voice_he_43281935,12,12,12,0,0,0,0,1,1,1
common_voice_he_39897724,8,8,8,0,0,0,0,1,1,1
common_voice_he_39750878,9,9,9,0,0,0,0,1,1,1
common_voice_he_38094116,7,7,7,0,0,0,0,1,1,1
common_voice_he_38085655,5,5,5,0,0,0,0,1,1,1
common_voice_he_39750933,8,8,8,0,0,0,0,1,1,1
common_voice_he_41617131,12,12,12,0,0,0,0,1,1,1
common_voice_he_41617130,15,15,15,0,0,0,0,1,1,1
common_voice_he_41617129,11,11,11,0,0,0,0,1,1,1
common_voice_he_40972203,11,11,11,0,0,0,0,1,1,1
common_voice_he_40972202,11,11,11,0,0,0,0,1,1,1
common_voice_he_40972201,22,22,22,0,0,0,0,1,1,1
common_voice_he_40972200,6,6,6,0,0,0,0,1,1,1
common_voice_he_38085634,8,8,8,0,0,0,0,1,1,1
common_voice_he_38085635,6,6,6,0,0,0,0,1,1,1
common_voice_he_40972199,8,8,8,0,0,0,0,1,1,1
common_voice_he_38883689,4,4,4,0,0,0,0,1,1,1
common_voice_he_38085643,3,3,3,0,0,0,0,1,1,1
common_voice_he_38883688,9,9,9,0,0,0,0,1,1,1
common_voice_he_38883687,3,3,3,0,0,0,0,1,1,1
common_voice_he_38883686,12,12,12,0,0,0,0,1,1,1
common_voice_he_38883685,7,7,7,0,0,0,0,1,1,1
common_voice_he_39750937,12,12,12,0,0,0,0,1,1,1
common_voice_he_41896622,10,10,10,0,0,0,0,1,1,1
common_voice_he_38085652,11,11,11,0,0,0,0,1,1,1
common_voice_he_39897723,6,6,6,0,0,0,0,1,1,1
common_voice_he_39897721,11,11,11,0,0,0,0,1,1,1
common_voice_he_38078778,6,6,6,0,0,0,0,1,1,1
common_voice_he_38142098,4,4,4,0,0,0,0,1,1,1
common_voice_he_38142084,4,4,4,0,0,0,0,1,1,1
common_voice_he_38142085,6,6,6,0,0,0,0,1,1,1
common_voice_he_38142086,12,12,12,0,0,0,0,1,1,1
common_voice_he_41869858,11,11,11,0,0,0,0,1,1,1
common_voice_he_38142088,2,2,2,0,0,0,0,1,1,1
common_voice_he_38283253,7,7,7,0,0,0,0,1,1,1
common_voice_he_38283250,9,9,9,0,0,0,0,1,1,1
common_voice_he_38142096,6,6,6,0,0,0,0,1,1,1
common_voice_he_38283249,9,9,9,0,0,0,0,1,1,1
common_voice_he_40858579,13,13,13,0,0,0,0,1,1,1
common_voice_he_40909676,6,6,6,0,0,0,0,1,1,1
common_voice_he_43512945,11,11,11,0,0,0,0,1,1,1
common_voice_he_38142103,6,6,6,0,0,0,0,1,1,1
common_voice_he_38142104,12,12,12,0,0,0,0,1,1,1
common_voice_he_38142105,7,7,7,0,0,0,0,1,1,1
common_voice_he_40858577,9,9,9,0,0,0,0,1,1,1
common_voice_he_40858574,9,9,9,0,0,0,0,1,1,1
common_voice_he_38146667,7,7,7,0,0,0,0,1,1,1
common_voice_he_38146669,10,10,10,0,0,0,0,1,1,1
common_voice_he_38146672,14,14,14,0,0,0,0,1,1,1
common_voice_he_38142083,10,10,10,0,0,0,0,1,1,1
common_voice_he_41869861,8,8,8,0,0,0,0,1,1,1
common_voice_he_38883182,13,13,13,0,0,0,0,1,1,1
common_voice_he_38142079,4,4,4,0,0,0,0,1,1,1
common_voice_he_38118871,8,8,8,0,0,0,0,1,1,1
common_voice_he_38118873,9,9,9,0,0,0,0,1,1,1
common_voice_he_40909674,12,12,12,0,0,0,0,1,1,1
common_voice_he_38118875,7,7,7,0,0,0,0,1,1,1
common_voice_he_40909673,7,7,7,0,0,0,0,1,1,1
common_voice_he_40972188,12,12,12,0,0,0,0,1,1,1
common_voice_he_38118878,3,3,3,0,0,0,0,1,1,1
common_voice_he_40972186,10,10,10,0,0,0,0,1,1,1
common_voice_he_38142066,6,6,6,0,0,0,0,1,1,1
common_voice_he_41486337,14,14,14,0,0,0,0,1,1,1
common_voice_he_41486334,9,9,9,0,0,0,0,1,1,1
common_voice_he_38142069,10,10,10,0,0,0,0,1,1,1
common_voice_he_38142070,11,11,11,0,0,0,0,1,1,1
common_voice_he_41486333,8,8,8,0,0,0,0,1,1,1
common_voice_he_38883186,19,19,19,0,0,0,0,1,1,1
common_voice_he_38142074,14,14,14,0,0,0,0,1,1,1
common_voice_he_38142075,10,10,10,0,0,0,0,1,1,1
common_voice_he_38883184,12,12,12,0,0,0,0,1,1,1
common_voice_he_38142078,12,12,12,0,0,0,0,1,1,1
common_voice_he_41617133,9,9,9,0,0,0,0,1,1,1
common_voice_he_41617137,8,8,8,0,0,0,0,1,1,1
common_voice_he_39326862,9,9,9,0,0,0,0,1,1,1
common_voice_he_39327096,6,6,6,0,0,0,0,1,1,1
common_voice_he_39327068,13,13,13,0,0,0,0,1,1,1
common_voice_he_39327081,13,13,13,0,0,0,0,1,1,1
common_voice_he_39659796,9,9,9,0,0,0,0,1,1,1
common_voice_he_39659795,13,13,13,0,0,0,0,1,1,1
common_voice_he_39327085,7,7,7,0,0,0,0,1,1,1
common_voice_he_39327091,11,11,11,0,0,0,0,1,1,1
common_voice_he_39327092,9,9,9,0,0,0,0,1,1,1
common_voice_he_39327093,3,3,3,0,0,0,0,1,1,1
common_voice_he_39327094,9,9,9,0,0,0,0,1,1,1
common_voice_he_39327097,9,9,9,0,0,0,0,1,1,1
common_voice_he_39327119,18,18,18,0,0,0,0,1,1,1
common_voice_he_39327098,8,8,8,0,0,0,0,1,1,1
common_voice_he_39327099,8,8,8,0,0,0,0,1,1,1
common_voice_he_39327100,6,6,6,0,0,0,0,1,1,1
common_voice_he_39327103,9,9,9,0,0,0,0,1,1,1
common_voice_he_39327105,12,12,12,0,0,0,0,1,1,1
common_voice_he_39327107,5,5,5,0,0,0,0,1,1,1
common_voice_he_39327109,6,6,6,0,0,0,0,1,1,1
common_voice_he_39327110,17,17,17,0,0,0,0,1,1,1
common_voice_he_39327112,6,6,6,0,0,0,0,1,1,1
common_voice_he_39327066,18,18,18,0,0,0,0,1,1,1
common_voice_he_39327063,3,3,3,0,0,0,0,1,1,1
common_voice_he_39327051,9,9,9,0,0,0,0,1,1,1
common_voice_he_39327050,7,7,7,0,0,0,0,1,1,1
common_voice_he_39326863,14,14,14,0,0,0,0,1,1,1
common_voice_he_39326864,7,7,7,0,0,0,0,1,1,1
common_voice_he_39326866,13,13,13,0,0,0,0,1,1,1
common_voice_he_39327003,12,12,12,0,0,0,0,1,1,1
common_voice_he_39327004,5,5,5,0,0,0,0,1,1,1
common_voice_he_39327005,15,15,15,0,0,0,0,1,1,1
common_voice_he_39327006,12,12,12,0,0,0,0,1,1,1
common_voice_he_39327007,10,10,10,0,0,0,0,1,1,1
