filename,N_gt,N_asr,M,S,I,D,wer,recall,precision,f1_score
common_voice_he_39327098,5,6,4,1,1,0,0.400,0.800,0.667,0.727
common_voice_he_39327099,6,6,0,6,0,0,1,0,0,0
common_voice_he_39327100,5,5,0,5,0,0,1,0,0,0
common_voice_he_39327103,5,5,0,5,0,0,1,0,0,0
common_voice_he_39327105,9,9,0,9,0,0,1,0,0,0
common_voice_he_39327107,5,5,5,0,0,0,0,1,1,1
common_voice_he_39327109,4,4,0,4,0,0,1,0,0,0
common_voice_he_39327110,9,9,7,2,0,0,0.222,0.778,0.778,0.778
common_voice_he_39327112,4,5,0,4,1,0,1.250,0,0,0
common_voice_he_39327118,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39327119,12,12,0,12,0,0,1,0,0,0
common_voice_he_39327120,4,4,0,4,0,0,1,0,0,0
common_voice_he_39327121,7,7,0,7,0,0,1,0,0,0
common_voice_he_39327123,10,10,8,2,0,0,0.200,0.800,0.800,0.800
common_voice_he_39327124,5,5,5,0,0,0,0,1,1,1
common_voice_he_39327125,14,14,13,1,0,0,0.071,0.929,0.929,0.929
common_voice_he_39327126,3,3,0,3,0,0,1,0,0,0
common_voice_he_39327137,4,4,0,4,0,0,1,0,0,0
common_voice_he_39327138,8,8,0,8,0,0,1,0,0,0
common_voice_he_39327139,7,7,5,2,0,0,0.286,0.714,0.714,0.714
common_voice_he_39327140,8,8,8,0,0,0,0,1,1,1
common_voice_he_39327141,13,12,12,0,0,1,0.077,0.923,1,0.960
common_voice_he_39327147,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_39327148,13,13,12,1,0,0,0.077,0.923,0.923,0.923
common_voice_he_39327151,7,7,0,7,0,0,1,0,0,0
common_voice_he_39327152,11,11,7,4,0,0,0.364,0.636,0.636,0.636
common_voice_he_39327181,6,6,6,0,0,0,0,1,1,1
common_voice_he_39327182,7,7,0,7,0,0,1,0,0,0
common_voice_he_39327183,8,8,5,3,0,0,0.375,0.625,0.625,0.625
common_voice_he_39327184,2,2,1,1,0,0,0.500,0.500,0.500,0.500
common_voice_he_39327185,10,10,0,10,0,0,1,0,0,0
common_voice_he_39327196,5,5,0,5,0,0,1,0,0,0
common_voice_he_39327197,10,10,9,1,0,0,0.100,0.900,0.900,0.900
common_voice_he_39327198,11,13,0,11,2,0,1.182,0,0,0
common_voice_he_39327199,6,6,0,6,0,0,1,0,0,0
common_voice_he_39327200,3,4,0,3,1,0,1.333,0,0,0
common_voice_he_39327214,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39327215,7,7,0,7,0,0,1,0,0,0
common_voice_he_39327216,11,11,0,11,0,0,1,0,0,0
common_voice_he_39327217,6,6,0,6,0,0,1,0,0,0
common_voice_he_39327218,8,8,0,8,0,0,1,0,0,0
common_voice_he_39642806,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_39642807,6,6,6,0,0,0,0,1,1,1
common_voice_he_39642808,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39642809,10,11,8,2,1,0,0.300,0.800,0.727,0.762
common_voice_he_39642810,8,8,5,3,0,0,0.375,0.625,0.625,0.625
common_voice_he_39642811,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39642813,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39642814,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39642815,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39642817,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39642818,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_39642819,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39884492,6,7,5,1,1,0,0.333,0.833,0.714,0.769
common_voice_he_38078769,6,6,0,6,0,0,1,0,0,0
common_voice_he_38078770,5,5,0,5,0,0,1,0,0,0
common_voice_he_38078771,12,12,0,12,0,0,1,0,0,0
common_voice_he_38078772,3,3,2,1,0,0,0.333,0.667,0.667,0.667
common_voice_he_38078773,6,6,0,6,0,0,1,0,0,0
common_voice_he_38078774,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_38078776,13,12,0,12,0,1,1,0,0,0
common_voice_he_38078777,10,9,7,2,0,1,0.300,0.700,0.778,0.737
common_voice_he_38078778,5,5,3,2,0,0,0.400,0.600,0.600,0.600
common_voice_he_38078779,7,7,4,3,0,0,0.429,0.571,0.571,0.571
common_voice_he_38078780,11,11,9,2,0,0,0.182,0.818,0.818,0.818
common_voice_he_38078781,7,6,0,6,0,1,1,0,0,0
common_voice_he_38078782,10,11,6,4,1,0,0.500,0.600,0.545,0.571
common_voice_he_38078783,5,5,2,3,0,0,0.600,0.400,0.400,0.400
common_voice_he_38078784,7,7,4,3,0,0,0.429,0.571,0.571,0.571
common_voice_he_38078785,8,9,5,3,1,0,0.500,0.625,0.556,0.588
common_voice_he_38078786,5,5,4,1,0,0,0.200,0.800,0.800,0.800
common_voice_he_38078787,7,7,2,5,0,0,0.714,0.286,0.286,0.286
common_voice_he_38085633,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_38085634,7,8,5,2,1,0,0.429,0.714,0.625,0.667
common_voice_he_38085635,4,4,4,0,0,0,0,1,1,1
common_voice_he_38085636,5,5,0,5,0,0,1,0,0,0
common_voice_he_38085637,4,4,0,4,0,0,1,0,0,0
common_voice_he_38085643,3,3,3,0,0,0,0,1,1,1
common_voice_he_38085644,7,8,0,7,1,0,1.143,0,0,0
common_voice_he_38085645,8,8,0,8,0,0,1,0,0,0
common_voice_he_38085646,5,6,0,5,1,0,1.200,0,0,0
common_voice_he_38085648,7,6,0,6,0,1,1,0,0,0
common_voice_he_38085649,12,12,10,2,0,0,0.167,0.833,0.833,0.833
common_voice_he_38085651,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_38085652,6,6,0,6,0,0,1,0,0,0
common_voice_he_38085653,12,11,0,11,0,1,1,0,0,0
common_voice_he_38085655,5,5,5,0,0,0,0,1,1,1
common_voice_he_38085657,10,10,0,10,0,0,1,0,0,0
common_voice_he_38094116,5,5,0,5,0,0,1,0,0,0
common_voice_he_38094117,5,5,3,2,0,0,0.400,0.600,0.600,0.600
common_voice_he_38094118,6,6,0,6,0,0,1,0,0,0
common_voice_he_38094124,4,5,1,3,1,0,1,0.250,0.200,0.222
common_voice_he_38094125,6,6,6,0,0,0,0,1,1,1
common_voice_he_38094126,7,7,5,2,0,0,0.286,0.714,0.714,0.714
common_voice_he_38094128,5,5,0,5,0,0,1,0,0,0
common_voice_he_38104806,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_38104807,6,6,0,6,0,0,1,0,0,0
common_voice_he_38104808,7,7,7,0,0,0,0,1,1,1
common_voice_he_38104809,7,6,0,6,0,1,1,0,0,0
common_voice_he_38104821,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_38104823,7,7,0,7,0,0,1,0,0,0
common_voice_he_38104824,7,7,0,7,0,0,1,0,0,0
common_voice_he_38104831,6,7,0,6,1,0,1.167,0,0,0
common_voice_he_38104832,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_38104834,8,8,0,8,0,0,1,0,0,0
common_voice_he_38115877,10,10,0,10,0,0,1,0,0,0
common_voice_he_38115879,11,12,0,11,1,0,1.091,0,0,0
common_voice_he_38118859,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_38118861,4,5,2,2,1,0,0.750,0.500,0.400,0.444
common_voice_he_38118862,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_38118863,6,6,0,6,0,0,1,0,0,0
common_voice_he_38118866,9,9,8,1,0,0,0.111,0.889,0.889,0.889
common_voice_he_38118867,9,8,0,8,0,1,1,0,0,0
common_voice_he_38118868,4,4,3,1,0,0,0.250,0.750,0.750,0.750
common_voice_he_38118869,4,4,2,2,0,0,0.500,0.500,0.500,0.500
common_voice_he_38118870,7,7,0,7,0,0,1,0,0,0
common_voice_he_38118871,5,5,0,5,0,0,1,0,0,0
common_voice_he_38118873,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_38118874,7,7,0,7,0,0,1,0,0,0
common_voice_he_38118875,5,5,4,1,0,0,0.200,0.800,0.800,0.800
common_voice_he_38118876,11,11,9,2,0,0,0.182,0.818,0.818,0.818
common_voice_he_38118877,6,5,2,3,0,1,0.667,0.333,0.400,0.364
common_voice_he_38118878,3,3,2,1,0,0,0.333,0.667,0.667,0.667
common_voice_he_38118879,10,11,0,10,1,0,1.100,0,0,0
common_voice_he_38142066,4,4,0,4,0,0,1,0,0,0
common_voice_he_38142067,5,6,0,5,1,0,1.200,0,0,0
common_voice_he_38142068,7,7,5,2,0,0,0.286,0.714,0.714,0.714
common_voice_he_38142069,8,8,0,8,0,0,1,0,0,0
common_voice_he_38142070,9,9,9,0,0,0,0,1,1,1
common_voice_he_38142071,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_38142073,8,8,0,8,0,0,1,0,0,0
common_voice_he_38142074,9,9,0,9,0,0,1,0,0,0
common_voice_he_38142075,7,7,0,7,0,0,1,0,0,0
common_voice_he_38142076,7,7,5,2,0,0,0.286,0.714,0.714,0.714
common_voice_he_38142078,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_38142079,4,4,4,0,0,0,0,1,1,1
common_voice_he_38142080,10,11,8,2,1,0,0.300,0.800,0.727,0.762
common_voice_he_38142081,10,10,0,10,0,0,1,0,0,0
common_voice_he_38142083,7,8,0,7,1,0,1.143,0,0,0
common_voice_he_38142084,4,4,3,1,0,0,0.250,0.750,0.750,0.750
common_voice_he_38142085,6,6,0,6,0,0,1,0,0,0
common_voice_he_38142086,9,9,0,9,0,0,1,0,0,0
common_voice_he_38142087,7,7,3,4,0,0,0.571,0.429,0.429,0.429
common_voice_he_38142088,2,2,1,1,0,0,0.500,0.500,0.500,0.500
common_voice_he_38142089,6,6,0,6,0,0,1,0,0,0
common_voice_he_38142090,12,12,10,2,0,0,0.167,0.833,0.833,0.833
common_voice_he_38142096,6,6,0,6,0,0,1,0,0,0
common_voice_he_38142097,7,8,4,3,1,0,0.571,0.571,0.500,0.533
common_voice_he_38142098,3,3,0,3,0,0,1,0,0,0
common_voice_he_38142099,9,9,4,5,0,0,0.556,0.444,0.444,0.444
common_voice_he_38142101,11,11,0,11,0,0,1,0,0,0
common_voice_he_38142102,5,5,5,0,0,0,0,1,1,1
common_voice_he_38142103,5,5,4,1,0,0,0.200,0.800,0.800,0.800
common_voice_he_38142104,10,10,9,1,0,0,0.100,0.900,0.900,0.900
common_voice_he_38142105,6,7,5,1,1,0,0.333,0.833,0.714,0.769
common_voice_he_38146664,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_38146666,12,13,0,12,1,0,1.083,0,0,0
common_voice_he_38146667,5,5,0,5,0,0,1,0,0,0
common_voice_he_38146669,8,8,8,0,0,0,0,1,1,1
common_voice_he_38146672,9,9,0,9,0,0,1,0,0,0
common_voice_he_38146694,9,10,7,2,1,0,0.333,0.778,0.700,0.737
common_voice_he_38146695,12,12,0,12,0,0,1,0,0,0
common_voice_he_38146696,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_38146702,10,10,9,1,0,0,0.100,0.900,0.900,0.900
common_voice_he_38146703,5,5,0,5,0,0,1,0,0,0
common_voice_he_38146705,5,6,0,5,1,0,1.200,0,0,0
common_voice_he_38146706,4,4,0,4,0,0,1,0,0,0
common_voice_he_39844331,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39844332,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_39844333,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753055,7,9,5,2,2,0,0.571,0.714,0.556,0.625
common_voice_he_39753056,8,8,5,3,0,0,0.375,0.625,0.625,0.625
common_voice_he_39753057,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753058,11,11,10,1,0,0,0.091,0.909,0.909,0.909
common_voice_he_39753059,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753067,9,9,8,1,0,0,0.111,0.889,0.889,0.889
common_voice_he_39753068,9,9,8,1,0,0,0.111,0.889,0.889,0.889
common_voice_he_39753069,11,10,0,10,0,1,1,0,0,0
common_voice_he_39753070,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753072,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753082,10,10,9,1,0,0,0.100,0.900,0.900,0.900
common_voice_he_39753083,4,4,3,1,0,0,0.250,0.750,0.750,0.750
common_voice_he_39753088,8,8,0,8,0,0,1,0,0,0
common_voice_he_39753089,11,11,10,1,0,0,0.091,0.909,0.909,0.909
common_voice_he_39753112,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753113,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753114,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39753115,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753116,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753131,6,7,4,2,1,0,0.500,0.667,0.571,0.615
common_voice_he_39753133,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753134,8,7,5,2,0,1,0.375,0.625,0.714,0.667
common_voice_he_39753135,10,9,6,3,0,1,0.400,0.600,0.667,0.632
common_voice_he_39753136,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753149,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753150,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753151,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753153,7,7,5,2,0,0,0.286,0.714,0.714,0.714
common_voice_he_39753154,9,9,8,1,0,0,0.111,0.889,0.889,0.889
common_voice_he_39753165,3,3,0,3,0,0,1,0,0,0
common_voice_he_39753166,12,13,10,2,1,0,0.250,0.833,0.769,0.800
common_voice_he_39753167,12,13,10,2,1,0,0.250,0.833,0.769,0.800
common_voice_he_39753168,11,11,10,1,0,0,0.091,0.909,0.909,0.909
common_voice_he_39753169,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753184,8,7,5,2,0,1,0.375,0.625,0.714,0.667
common_voice_he_39753185,11,11,10,1,0,0,0.091,0.909,0.909,0.909
common_voice_he_39753186,10,10,9,1,0,0,0.100,0.900,0.900,0.900
common_voice_he_39753187,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39753188,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753206,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753207,9,8,6,2,0,1,0.333,0.667,0.750,0.706
common_voice_he_39753209,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_39753210,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753224,10,10,9,1,0,0,0.100,0.900,0.900,0.900
common_voice_he_39753225,12,12,11,1,0,0,0.083,0.917,0.917,0.917
common_voice_he_39753226,7,7,5,2,0,0,0.286,0.714,0.714,0.714
common_voice_he_39753227,6,6,3,3,0,0,0.500,0.500,0.500,0.500
common_voice_he_39753228,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753242,6,5,3,2,0,1,0.500,0.500,0.600,0.545
common_voice_he_39753243,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753244,6,6,0,6,0,0,1,0,0,0
common_voice_he_39753245,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39753246,6,7,4,2,1,0,0.500,0.667,0.571,0.615
common_voice_he_39753268,4,4,4,0,0,0,0,1,1,1
common_voice_he_39753269,8,7,0,7,0,1,1,0,0,0
common_voice_he_39753270,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753271,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39753272,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753279,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753280,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753281,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753282,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753283,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753438,7,8,6,1,1,0,0.286,0.857,0.750,0.800
common_voice_he_39753439,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753440,12,12,11,1,0,0,0.083,0.917,0.917,0.917
common_voice_he_39753441,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753442,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753458,5,6,4,1,1,0,0.400,0.800,0.667,0.727
common_voice_he_39753459,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753460,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753461,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753462,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39753468,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753469,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753470,8,9,7,1,1,0,0.250,0.875,0.778,0.824
common_voice_he_39753471,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753472,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753478,5,5,0,5,0,0,1,0,0,0
common_voice_he_39753479,11,6,3,3,0,5,0.727,0.273,0.500,0.353
common_voice_he_39753480,8,8,0,8,0,0,1,0,0,0
common_voice_he_39753481,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753482,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_39753488,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753489,7,7,4,3,0,0,0.429,0.571,0.571,0.571
common_voice_he_39753490,14,14,11,3,0,0,0.214,0.786,0.786,0.786
common_voice_he_39753491,7,7,0,7,0,0,1,0,0,0
common_voice_he_39753492,9,9,7,2,0,0,0.222,0.778,0.778,0.778
common_voice_he_39753498,8,8,8,0,0,0,0,1,1,1
common_voice_he_39753499,13,13,12,1,0,0,0.077,0.923,0.923,0.923
common_voice_he_39753500,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753501,8,8,8,0,0,0,0,1,1,1
common_voice_he_39753518,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753519,12,12,11,1,0,0,0.083,0.917,0.917,0.917
common_voice_he_39753520,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753521,10,10,9,1,0,0,0.100,0.900,0.900,0.900
common_voice_he_39753541,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753542,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753543,9,9,7,2,0,0,0.222,0.778,0.778,0.778
common_voice_he_39753544,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753545,9,9,7,2,0,0,0.222,0.778,0.778,0.778
common_voice_he_39753570,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753571,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_39753572,5,5,5,0,0,0,0,1,1,1
common_voice_he_39753573,14,14,13,1,0,0,0.071,0.929,0.929,0.929
common_voice_he_39753574,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753586,13,13,8,5,0,0,0.385,0.615,0.615,0.615
common_voice_he_39753587,5,5,0,5,0,0,1,0,0,0
common_voice_he_39753588,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753589,9,9,8,1,0,0,0.111,0.889,0.889,0.889
common_voice_he_39753590,9,9,8,1,0,0,0.111,0.889,0.889,0.889
common_voice_he_39753600,8,8,6,2,0,0,0.250,0.750,0.750,0.750
common_voice_he_39753601,8,8,8,0,0,0,0,1,1,1
common_voice_he_39753602,14,14,13,1,0,0,0.071,0.929,0.929,0.929
common_voice_he_39753603,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753613,11,11,10,1,0,0,0.091,0.909,0.909,0.909
common_voice_he_39753615,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753616,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753618,7,7,7,0,0,0,0,1,1,1
common_voice_he_39753620,6,6,6,0,0,0,0,1,1,1
common_voice_he_39753626,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_39753629,6,6,3,3,0,0,0.500,0.500,0.500,0.500
common_voice_he_39753630,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753631,14,14,13,1,0,0,0.071,0.929,0.929,0.929
common_voice_he_39753639,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39753640,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753641,4,4,0,4,0,0,1,0,0,0
common_voice_he_39753642,11,11,10,1,0,0,0.091,0.909,0.909,0.909
common_voice_he_39753643,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753649,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753650,4,4,0,4,0,0,1,0,0,0
common_voice_he_39753651,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_39753652,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753653,11,11,10,1,0,0,0.091,0.909,0.909,0.909
common_voice_he_39753654,5,5,0,5,0,0,1,0,0,0
common_voice_he_39753655,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39753656,10,10,7,3,0,0,0.300,0.700,0.700,0.700
common_voice_he_39753657,6,7,5,1,1,0,0.333,0.833,0.714,0.769
common_voice_he_39753658,8,8,8,0,0,0,0,1,1,1
common_voice_he_39771109,8,7,5,2,0,1,0.375,0.625,0.714,0.667
common_voice_he_39771111,10,10,8,2,0,0,0.200,0.800,0.800,0.800
common_voice_he_39771113,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_39771115,5,6,3,2,1,0,0.600,0.600,0.500,0.545
common_voice_he_39771116,7,7,5,2,0,0,0.286,0.714,0.714,0.714
common_voice_he_39771126,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39771127,11,11,8,3,0,0,0.273,0.727,0.727,0.727
common_voice_he_39771128,11,11,10,1,0,0,0.091,0.909,0.909,0.909
common_voice_he_39771129,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39771130,10,10,9,1,0,0,0.100,0.900,0.900,0.900
common_voice_he_39771141,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39771142,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_39771143,5,4,2,2,0,1,0.600,0.400,0.500,0.444
common_voice_he_39771144,7,7,7,0,0,0,0,1,1,1
common_voice_he_39771145,8,7,5,2,0,1,0.375,0.625,0.714,0.667
common_voice_he_39771175,10,11,8,2,1,0,0.300,0.800,0.727,0.762
common_voice_he_39771176,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39771177,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_39771179,8,8,5,3,0,0,0.375,0.625,0.625,0.625
common_voice_he_39771197,13,13,12,1,0,0,0.077,0.923,0.923,0.923
common_voice_he_39771198,14,14,12,2,0,0,0.143,0.857,0.857,0.857
common_voice_he_39771199,11,11,0,11,0,0,1,0,0,0
common_voice_he_39771200,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_39771206,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39771208,10,10,6,4,0,0,0.400,0.600,0.600,0.600
common_voice_he_39771209,5,6,4,1,1,0,0.400,0.800,0.667,0.727
common_voice_he_39771210,8,9,0,8,1,0,1.125,0,0,0
common_voice_he_39771230,13,14,11,2,1,0,0.231,0.846,0.786,0.815
common_voice_he_39771231,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39771232,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_39771233,10,11,8,2,1,0,0.300,0.800,0.727,0.762
common_voice_he_39771234,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39771249,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39771250,7,8,5,2,1,0,0.429,0.714,0.625,0.667
common_voice_he_39771251,9,9,8,1,0,0,0.111,0.889,0.889,0.889
common_voice_he_39771252,8,6,4,2,0,2,0.500,0.500,0.667,0.571
common_voice_he_39771253,8,8,8,0,0,0,0,1,1,1
common_voice_he_39771261,3,3,0,3,0,0,1,0,0,0
common_voice_he_39771262,7,6,4,2,0,1,0.429,0.571,0.667,0.615
common_voice_he_39771263,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39771264,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39771265,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39771290,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39771291,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39771292,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39771293,9,9,7,2,0,0,0.222,0.778,0.778,0.778
common_voice_he_39771294,12,12,11,1,0,0,0.083,0.917,0.917,0.917
common_voice_he_39771305,10,10,8,2,0,0,0.200,0.800,0.800,0.800
common_voice_he_39771306,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39771307,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39771308,8,7,3,3,1,2,0.750,0.375,0.429,0.400
common_voice_he_39771309,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39771315,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39771316,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39771317,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_39771318,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39771319,10,12,7,3,2,0,0.500,0.700,0.583,0.636
common_voice_he_39778670,13,13,0,13,0,0,1,0,0,0
common_voice_he_39778671,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39778673,6,6,3,3,0,0,0.500,0.500,0.500,0.500
common_voice_he_39778674,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39778675,10,8,6,2,0,2,0.400,0.600,0.750,0.667
common_voice_he_39778676,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39778677,5,6,4,1,1,0,0.400,0.800,0.667,0.727
common_voice_he_39778678,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39778679,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39778685,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39778687,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39778688,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39778690,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39778691,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39778692,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39778693,7,7,6,1,0,0,0.143,0.857,0.857,0.857
